Quantify Compound Summary Report 

Printed Fri Nov 01 09:11:15 2013

Compound 1:  buspirone

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Conc.	%Dev
360	360	SP118414_20131030_CYP3A4_Stab_542	T30 fluoxetine	Analyte		0.90	36054	176793	0.204	bb		
361	361	SP118414_20131030_CYP3A4_Stab_543	T15 fluoxetine	Analyte		0.90	36672	180874	0.203	bb		
362	362	SP118414_20131030_CYP3A4_Stab_544	T10 fluoxetine	Analyte		0.90	38503	175225	0.220	bb		
363	363	SP118414_20131030_CYP3A4_Stab_545	T5 fluoxetine	Analyte		0.90	38299	170212	0.225	bb		
364	364	SP118414_20131030_CYP3A4_Stab_546	T0 fluoxetine	Analyte		0.90	51993	191900	0.271	bb		
365	365	SP118414_20131030_CYP3A4_Stab_547	Blank fluoxetine	Analyte		0.90	391	177117	0.00220	bb		
366	366	SP118414_20131030_CYP3A4_Stab_548	T60 fluoxetine	Analyte		0.90	39879	180000	0.222	bb		
367	367	SP118414_20131030_CYP3A4_Stab_549	T30 fluoxetine	Analyte		0.90	39113	178399	0.219	bb		
368	368	SP118414_20131030_CYP3A4_Stab_550	T15 fluoxetine	Analyte		0.90	41846	184923	0.226	bb		
369	369	SP118414_20131030_CYP3A4_Stab_551	T10 fluoxetine	Analyte		0.90	41802	176288	0.237	bb		
370	370	SP118414_20131030_CYP3A4_Stab_552	T5 fluoxetine	Analyte		0.90	43011	171924	0.250	bb		

Compound 2:  albendazole

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Conc.	%Dev
330	330	SP118414_20131030_CYP3A4_Stab_99	Blank fluoxetine	Analyte	1.00	0.95	231522		232000	bb		
331	331	SP118414_20131030_CYP3A4_Stab_100	T60 fluoxetine	Analyte	1.00	0.96	226400		226000	bb		
332	332	SP118414_20131030_CYP3A4_Stab_101	T30 fluoxetine	Analyte	1.00	0.95	221875		222000	bb		
333	333	SP118414_20131030_CYP3A4_Stab_102	T15 fluoxetine	Analyte	1.00	0.95	208947		209000	bb		
334	334	SP118414_20131030_CYP3A4_Stab_103	T10 fluoxetine	Analyte	1.00	0.95	228889		229000	bb		
335	335	SP118414_20131030_CYP3A4_Stab_104	T5 fluoxetine	Analyte	1.00	0.95	206535		207000	bb		
336	336	SP118414_20131030_CYP3A4_Stab_105	T0 fluoxetine	Analyte	1.00	0.95	211386		211000	bb		
337	337	SP118414_20131030_CYP3A4_Stab_106	Blank fluoxetine	Analyte	1.00	0.95	196863		197000	bb		
338	338	SP118414_20131030_CYP3A4_Stab_107	T60 fluoxetine	Analyte	1.00	0.95	212327		212000	bb		
339	339	SP118414_20131030_CYP3A4_Stab_108	T30 fluoxetine	Analyte	1.00	0.95	199188		199000	bb		
340	340	SP118414_20131030_CYP3A4_Stab_109	T15 fluoxetine	Analyte	1.00	0.95	193650		194000	bb		
341	341	SP118414_20131030_CYP3A4_Stab_110	T10 fluoxetine	Analyte	1.00	0.95	185106		185000	bb		
342	342	SP118414_20131030_CYP3A4_Stab_111	T5 fluoxetine	Analyte	1.00	0.95	174457		174000	bb		
343	343	SP118414_20131030_CYP3A4_Stab_112	T0 fluoxetine	Analyte	1.00	0.95	195974		196000	bb		
344	344	SP118414_20131030_CYP3A4_Stab_113	Blank fluoxetine	Analyte	1.00	0.95	220208		220000	bb		
345	345	SP118414_20131030_CYP3A4_Stab_114	T60 fluoxetine	Analyte	1.00	0.95	199896		200000	bb		
346	346	SP118414_20131030_CYP3A4_Stab_115	T30 fluoxetine	Analyte	1.00	0.95	198091		198000	bb		
347	347	SP118414_20131030_CYP3A4_Stab_116	T15 fluoxetine	Analyte	1.00	0.95	201639		202000	bb		
348	348	SP118414_20131030_CYP3A4_Stab_117	T10 fluoxetine	Analyte	1.00	0.95	186693		187000	bb		
349	349	SP118414_20131030_CYP3A4_Stab_118	T5 fluoxetine	Analyte	1.00	0.95	186642		187000	bb		
350	350	SP118414_20131030_CYP3A4_Stab_119	T0 fluoxetine	Analyte	1.00	0.95	214347		214000	bb		
351	351	SP118414_20131030_CYP3A4_Stab_533	Blank fluoxetine	Analyte	1.00	0.95	210833		211000	bb		
352	352	SP118414_20131030_CYP3A4_Stab_534	T60 fluoxetine	Analyte	1.00	0.95	194989		195000	bb		
353	353	SP118414_20131030_CYP3A4_Stab_535	T30 fluoxetine	Analyte	1.00	0.95	197939		198000	bb		
354	354	SP118414_20131030_CYP3A4_Stab_536	T15 fluoxetine	Analyte	1.00	0.95	179572		180000	bb		
355	355	SP118414_20131030_CYP3A4_Stab_537	T10 fluoxetine	Analyte	1.00	0.96	191190		191000	bb		
356	356	SP118414_20131030_CYP3A4_Stab_538	T5 fluoxetine	Analyte	1.00	0.95	171637		172000	bb		
357	357	SP118414_20131030_CYP3A4_Stab_539	T0 fluoxetine	Analyte	1.00	0.95	197130		197000	bb		
358	358	SP118414_20131030_CYP3A4_Stab_540	Blank fluoxetine	Analyte	1.00	0.95	175048		175000	bb		
359	359	SP118414_20131030_CYP3A4_Stab_541	T60 fluoxetine	Analyte	1.00	0.95	167867		168000	bb		
360	360	SP118414_20131030_CYP3A4_Stab_542	T30 fluoxetine	Analyte	1.00	0.95	176793		177000	bb		
361	361	SP118414_20131030_CYP3A4_Stab_543	T15 fluoxetine	Analyte	1.00	0.95	180874		181000	bb		
362	362	SP118414_20131030_CYP3A4_Stab_544	T10 fluoxetine	Analyte	1.00	0.95	175225		175000	bb		
363	363	SP118414_20131030_CYP3A4_Stab_545	T5 fluoxetine	Analyte	1.00	0.95	170212		170000	bb		
364	364	SP118414_20131030_CYP3A4_Stab_546	T0 fluoxetine	Analyte	1.00	0.95	191900		192000	bb		
365	365	SP118414_20131030_CYP3A4_Stab_547	Blank fluoxetine	Analyte	1.00	0.95	177117		177000	bb		
366	366	SP118414_20131030_CYP3A4_Stab_548	T60 fluoxetine	Analyte	1.00	0.95	180000		180000	bb		
367	367	SP118414_20131030_CYP3A4_Stab_549	T30 fluoxetine	Analyte	1.00	0.95	178399		178000	bb		
368	368	SP118414_20131030_CYP3A4_Stab_550	T15 fluoxetine	Analyte	1.00	0.95	184923		185000	bb		
369	369	SP118414_20131030_CYP3A4_Stab_551	T10 fluoxetine	Analyte	1.00	0.95	176288		176000	bb		
370	370	SP118414_20131030_CYP3A4_Stab_552	T5 fluoxetine	Analyte	1.00	0.95	171924		172000	bb		

Quantify Compound Summary Report 

Printed Fri Nov 01 09:11:16 2013

Compound 1:  verapamil

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Conc.	%Dev
371	371	SP118414_20131030_CYP3A4_Stab_120	Blank verapamil	Analyte		0.88	76	162947	0.000466	bb		
372	372	SP118414_20131030_CYP3A4_Stab_121	T60 verapamil	Analyte		0.89	13918	149661	0.0930	bb		
373	373	SP118414_20131030_CYP3A4_Stab_122	T30 verapamil	Analyte		0.88	28679	164385	0.174	bb		
374	374	SP118414_20131030_CYP3A4_Stab_123	T15 verapamil	Analyte		0.88	54887	156602	0.350	bb		
375	375	SP118414_20131030_CYP3A4_Stab_124	T10 verapamil	Analyte		0.88	95610	169433	0.564	bb		
376	376	SP118414_20131030_CYP3A4_Stab_125	T5 verapamil	Analyte		0.88	175419	156407	1.12	bb		
377	377	SP118414_20131030_CYP3A4_Stab_126	T0 verapamil	Analyte		0.88	622889	165289	3.77	bb		
378	378	SP118414_20131030_CYP3A4_Stab_127	Blank verapamil	Analyte		0.89	2362	171489	0.0138	bb		
379	379	SP118414_20131030_CYP3A4_Stab_128	T60 verapamil	Analyte		0.88	17517	149689	0.117	bb		
380	380	SP118414_20131030_CYP3A4_Stab_129	T30 verapamil	Analyte		0.89	32717	163330	0.200	bb		
381	381	SP118414_20131030_CYP3A4_Stab_130	T15 verapamil	Analyte		0.89	61701	156587	0.394	bb		
382	382	SP118414_20131030_CYP3A4_Stab_131	T10 verapamil	Analyte		0.88	103963	165426	0.628	bb		
383	383	SP118414_20131030_CYP3A4_Stab_132	T5 verapamil	Analyte		0.89	183383	154744	1.19	bb		
384	384	SP118414_20131030_CYP3A4_Stab_133	T0 verapamil	Analyte		0.89	666465	171495	3.89	bb		
385	385	SP118414_20131030_CYP3A4_Stab_134	Blank verapamil	Analyte		0.88	6151	146098	0.0421	bb		
386	386	SP118414_20131030_CYP3A4_Stab_135	T60 verapamil	Analyte		0.89	7944	155556	0.0511	bb		
387	387	SP118414_20131030_CYP3A4_Stab_136	T30 verapamil	Analyte		0.89	16500	160631	0.103	bb		
388	388	SP118414_20131030_CYP3A4_Stab_137	T15 verapamil	Analyte		0.88	39027	155034	0.252	bb		
389	389	SP118414_20131030_CYP3A4_Stab_138	T10 verapamil	Analyte		0.89	65358	155348	0.421	bb		
390	390	SP118414_20131030_CYP3A4_Stab_139	T5 verapamil	Analyte		0.89	129791	143763	0.903	bb		
391	391	SP118414_20131030_CYP3A4_Stab_140	T0 verapamil	Analyte		0.88	537466	157562	3.41	bb		
392	392	SP118414_20131030_CYP3A4_Stab_512	Blank verapamil	Analyte		0.89	24	138105	0.000174	MM		
393	393	SP118414_20131030_CYP3A4_Stab_513	T60 verapamil	Analyte		0.89	38957	138707	0.281	bb		
394	394	SP118414_20131030_CYP3A4_Stab_514	T30 verapamil	Analyte		0.89	65124	143810	0.453	bb		
395	395	SP118414_20131030_CYP3A4_Stab_515	T15 verapamil	Analyte		0.88	109379	136821	0.799	bb		
396	396	SP118414_20131030_CYP3A4_Stab_516	T10 verapamil	Analyte		0.89	166681	142612	1.17	bb		
397	397	SP118414_20131030_CYP3A4_Stab_517	T5 verapamil	Analyte		0.89	266394	134807	1.98	bb		
398	398	SP118414_20131030_CYP3A4_Stab_518	T0 verapamil	Analyte		0.89	739247	145639	5.08	bb		
399	399	SP118414_20131030_CYP3A4_Stab_519	Blank verapamil	Analyte		0.89	5302	133979	0.0396	bb		
400	400	SP118414_20131030_CYP3A4_Stab_520	T60 verapamil	Analyte		0.89	3783	139704	0.0271	bb		
401	401	SP118414_20131030_CYP3A4_Stab_521	T30 verapamil	Analyte		0.89	8718	147258	0.0592	bb		
402	402	SP118414_20131030_CYP3A4_Stab_522	T15 verapamil	Analyte		0.89	23821	136608	0.174	bb		
403	403	SP118414_20131030_CYP3A4_Stab_523	T10 verapamil	Analyte		0.88	45850	139910	0.328	bb		
404	404	SP118414_20131030_CYP3A4_Stab_524	T5 verapamil	Analyte		0.89	94471	137002	0.690	bb		
405	405	SP118414_20131030_CYP3A4_Stab_525	T0 verapamil	Analyte		0.89	324684	145934	2.22	bb		
406	406	SP118414_20131030_CYP3A4_Stab_526	Blank verapamil	Analyte		0.89	1768	145296	0.0122	bb		
407	407	SP118414_20131030_CYP3A4_Stab_527	T60 verapamil	Analyte		0.89	27786	142893	0.194	bb		
408	408	SP118414_20131030_CYP3A4_Stab_528	T30 verapamil	Analyte		0.89	52221	143388	0.364	bb		
409	409	SP118414_20131030_CYP3A4_Stab_529	T15 verapamil	Analyte		0.89	100898	140274	0.719	bb		
410	410	SP118414_20131030_CYP3A4_Stab_530	T10 verapamil	Analyte		0.89	155418	137522	1.13	bb		
411	411	SP118414_20131030_CYP3A4_Stab_531	T5 verapamil	Analyte		0.89	270467	136394	1.98	bb		
412	412	SP118414_20131030_CYP3A4_Stab_532	T0 verapamil	Analyte		0.89	789684	143150	5.52	bb		

Compound 2:  albendazole

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Conc.	%Dev
371	371	SP118414_20131030_CYP3A4_Stab_120	Blank verapamil	Analyte	1.00	0.95	162947		163000	bb		
372	372	SP118414_20131030_CYP3A4_Stab_121	T60 verapamil	Analyte	1.00	0.96	149661		150000	bb		
373	373	SP118414_20131030_CYP3A4_Stab_122	T30 verapamil	Analyte	1.00	0.95	164385		164000	bb		
374	374	SP118414_20131030_CYP3A4_Stab_123	T15 verapamil	Analyte	1.00	0.95	156602		157000	bb		
375	375	SP118414_20131030_CYP3A4_Stab_124	T10 verapamil	Analyte	1.00	0.95	169433		169000	bb		
376	376	SP118414_20131030_CYP3A4_Stab_125	T5 verapamil	Analyte	1.00	0.95	156407		156000	bb		
377	377	SP118414_20131030_CYP3A4_Stab_126	T0 verapamil	Analyte	1.00	0.95	165289		165000	bb		
378	378	SP118414_20131030_CYP3A4_Stab_127	Blank verapamil	Analyte	1.00	0.95	171489		171000	bb		
379	379	SP118414_20131030_CYP3A4_Stab_128	T60 verapamil	Analyte	1.00	0.95	149689		150000	bb		
380	380	SP118414_20131030_CYP3A4_Stab_129	T30 verapamil	Analyte	1.00	0.95	163330		163000	bb		
381	381	SP118414_20131030_CYP3A4_Stab_130	T15 verapamil	Analyte	1.00	0.95	156587		157000	bb		
382	382	SP118414_20131030_CYP3A4_Stab_131	T10 verapamil	Analyte	1.00	0.95	165426		165000	bb		
383	383	SP118414_20131030_CYP3A4_Stab_132	T5 verapamil	Analyte	1.00	0.95	154744		155000	bb		
384	384	SP118414_20131030_CYP3A4_Stab_133	T0 verapamil	Analyte	1.00	0.96	171495		171000	bb		
385	385	SP118414_20131030_CYP3A4_Stab_134	Blank verapamil	Analyte	1.00	0.95	146098		146000	bb		
386	386	SP118414_20131030_CYP3A4_Stab_135	T60 verapamil	Analyte	1.00	0.95	155556		156000	bb		
387	387	SP118414_20131030_CYP3A4_Stab_136	T30 verapamil	Analyte	1.00	0.95	160631		161000	bb		
388	388	SP118414_20131030_CYP3A4_Stab_137	T15 verapamil	Analyte	1.00	0.95	155034		155000	bb		
389	389	SP118414_20131030_CYP3A4_Stab_138	T10 verapamil	Analyte	1.00	0.95	155348		155000	bb		
390	390	SP118414_20131030_CYP3A4_Stab_139	T5 verapamil	Analyte	1.00	0.95	143763		144000	bb		
391	391	SP118414_20131030_CYP3A4_Stab_140	T0 verapamil	Analyte	1.00	0.95	157562		158000	bb		
392	392	SP118414_20131030_CYP3A4_Stab_512	Blank verapamil	Analyte	1.00	0.95	138105		138000	bb		
393	393	SP118414_20131030_CYP3A4_Stab_513	T60 verapamil	Analyte	1.00	0.95	138707		139000	bb		
394	394	SP118414_20131030_CYP3A4_Stab_514	T30 verapamil	Analyte	1.00	0.96	143810		144000	bb		
395	395	SP118414_20131030_CYP3A4_Stab_515	T15 verapamil	Analyte	1.00	0.95	136821		137000	bb		
396	396	SP118414_20131030_CYP3A4_Stab_516	T10 verapamil	Analyte	1.00	0.96	142612		143000	bb		
397	397	SP118414_20131030_CYP3A4_Stab_517	T5 verapamil	Analyte	1.00	0.96	134807		135000	bb		
398	398	SP118414_20131030_CYP3A4_Stab_518	T0 verapamil	Analyte	1.00	0.96	145639		146000	bb		
399	399	SP118414_20131030_CYP3A4_Stab_519	Blank verapamil	Analyte	1.00	0.95	133979		134000	bb		
400	400	SP118414_20131030_CYP3A4_Stab_520	T60 verapamil	Analyte	1.00	0.96	139704		140000	bb		
401	401	SP118414_20131030_CYP3A4_Stab_521	T30 verapamil	Analyte	1.00	0.95	147258		147000	bb		
402	402	SP118414_20131030_CYP3A4_Stab_522	T15 verapamil	Analyte	1.00	0.96	136608		137000	bb		
403	403	SP118414_20131030_CYP3A4_Stab_523	T10 verapamil	Analyte	1.00	0.95	139910		140000	bb		
404	404	SP118414_20131030_CYP3A4_Stab_524	T5 verapamil	Analyte	1.00	0.95	137002		137000	bb		
405	405	SP118414_20131030_CYP3A4_Stab_525	T0 verapamil	Analyte	1.00	0.95	145934		146000	bb		
406	406	SP118414_20131030_CYP3A4_Stab_526	Blank verapamil	Analyte	1.00	0.95	145296		145000	bb		
407	407	SP118414_20131030_CYP3A4_Stab_527	T60 verapamil	Analyte	1.00	0.95	142893		143000	bb		
408	408	SP118414_20131030_CYP3A4_Stab_528	T30 verapamil	Analyte	1.00	0.96	143388		143000	bb		
409	409	SP118414_20131030_CYP3A4_Stab_529	T15 verapamil	Analyte	1.00	0.96	140274		140000	bb		
410	410	SP118414_20131030_CYP3A4_Stab_530	T10 verapamil	Analyte	1.00	0.95	137522		138000	bb		
411	411	SP118414_20131030_CYP3A4_Stab_531	T5 verapamil	Analyte	1.00	0.95	136394		136000	bb		
412	412	SP118414_20131030_CYP3A4_Stab_532	T0 verapamil	Analyte	1.00	0.95	143150		143000	bb		

Quantify Compound Summary Report 

Printed Fri Nov 01 09:11:16 2013

Compound 1:  desipramine

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Conc.	%Dev
413	413	SP118414_20131030_CYP3A4_Stab_176	Blank desipramine	Analyte		0.88	57	200893	0.000282	dd		
414	414	SP118414_20131030_CYP3A4_Stab_177	T60 desipramine	Analyte		0.88	872164	212987	4.09	bb		
415	415	SP118414_20131030_CYP3A4_Stab_178	T30 desipramine	Analyte		0.88	857013	207985	4.12	bb		
416	416	SP118414_20131030_CYP3A4_Stab_179	T15 desipramine	Analyte		0.88	828391	206449	4.01	bb		
417	417	SP118414_20131030_CYP3A4_Stab_180	T10 desipramine	Analyte		0.88	821163	199496	4.12	bb		
418	418	SP118414_20131030_CYP3A4_Stab_181	T5 desipramine	Analyte		0.88	836868	206175	4.06	bb		
419	419	SP118414_20131030_CYP3A4_Stab_182	T0 desipramine	Analyte		0.88	865509	210680	4.11	bb		
420	420	SP118414_20131030_CYP3A4_Stab_183	Blank desipramine	Analyte		0.88	11763	204895	0.0574	bb		
421	421	SP118414_20131030_CYP3A4_Stab_184	T60 desipramine	Analyte		0.88	831174	206794	4.02	bb		
422	422	SP118414_20131030_CYP3A4_Stab_185	T30 desipramine	Analyte		0.88	826566	207623	3.98	bb		
423	423	SP118414_20131030_CYP3A4_Stab_186	T15 desipramine	Analyte		0.88	833981	202400	4.12	bb		
424	424	SP118414_20131030_CYP3A4_Stab_187	T10 desipramine	Analyte		0.88	818260	197366	4.15	bb		
425	425	SP118414_20131030_CYP3A4_Stab_188	T5 desipramine	Analyte		0.88	761198	192943	3.95	bb		
426	426	SP118414_20131030_CYP3A4_Stab_189	T0 desipramine	Analyte		0.88	1043852	208470	5.01	bb		
427	427	SP118414_20131030_CYP3A4_Stab_190	Blank desipramine	Analyte		0.88	8026	194971	0.0412	bb		
428	428	SP118414_20131030_CYP3A4_Stab_191	T60 desipramine	Analyte		0.88	886791	224298	3.95	bb		
429	429	SP118414_20131030_CYP3A4_Stab_192	T30 desipramine	Analyte		0.88	799509	208105	3.84	bb		
430	430	SP118414_20131030_CYP3A4_Stab_193	T15 desipramine	Analyte		0.88	832341	197660	4.21	bb		
431	431	SP118414_20131030_CYP3A4_Stab_194	T10 desipramine	Analyte		0.88	846230	201469	4.20	bb		
432	432	SP118414_20131030_CYP3A4_Stab_195	T5 desipramine	Analyte		0.88	797527	194370	4.10	bb		
433	433	SP118414_20131030_CYP3A4_Stab_196	T0 desipramine	Analyte		0.88	1014388	204830	4.95	bb		
434	434	SP118414_20131030_CYP3A4_Stab_498	Blank desipramine	Analyte		0.88	29	189673	0.000152	bb		
435	435	SP118414_20131030_CYP3A4_Stab_499	T60 desipramine	Analyte		0.88	559937	198169	2.83	bb		
436	436	SP118414_20131030_CYP3A4_Stab_500	T30 desipramine	Analyte		0.88	529113	193221	2.74	bb		
437	437	SP118414_20131030_CYP3A4_Stab_501	T15 desipramine	Analyte		0.88	564628	196659	2.87	bb		
438	438	SP118414_20131030_CYP3A4_Stab_502	T10 desipramine	Analyte		0.88	541417	191685	2.82	bb		
439	439	SP118414_20131030_CYP3A4_Stab_503	T5 desipramine	Analyte		0.88	548741	196506	2.79	bb		
440	440	SP118414_20131030_CYP3A4_Stab_504	T0 desipramine	Analyte		0.88	808704	207994	3.89	bb		
441	441	SP118414_20131030_CYP3A4_Stab_505	Blank desipramine	Analyte		0.88	7348	191265	0.0384	bb		
442	442	SP118414_20131030_CYP3A4_Stab_506	T60 desipramine	Analyte		0.88	604763	197172	3.07	bb		
443	443	SP118414_20131030_CYP3A4_Stab_507	T30 desipramine	Analyte		0.88	583405	201089	2.90	bb		
444	444	SP118414_20131030_CYP3A4_Stab_508	T15 desipramine	Analyte		0.88	607196	195755	3.10	bb		
445	445	SP118414_20131030_CYP3A4_Stab_509	T10 desipramine	Analyte		0.88	645103	200937	3.21	bb		
446	446	SP118414_20131030_CYP3A4_Stab_510	T5 desipramine	Analyte		0.88	615309	193916	3.17	bb		
447	447	SP118414_20131030_CYP3A4_Stab_511	T0 desipramine	Analyte		0.88	919194	211140	4.35	bb		

Compound 2:  albendazole

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Conc.	%Dev
413	413	SP118414_20131030_CYP3A4_Stab_176	Blank desipramine	Analyte	1.00	0.95	200893		201000	bb		
414	414	SP118414_20131030_CYP3A4_Stab_177	T60 desipramine	Analyte	1.00	0.95	212987		213000	bb		
415	415	SP118414_20131030_CYP3A4_Stab_178	T30 desipramine	Analyte	1.00	0.95	207985		208000	bb		
416	416	SP118414_20131030_CYP3A4_Stab_179	T15 desipramine	Analyte	1.00	0.95	206449		206000	bb		
417	417	SP118414_20131030_CYP3A4_Stab_180	T10 desipramine	Analyte	1.00	0.95	199496		199000	bb		
418	418	SP118414_20131030_CYP3A4_Stab_181	T5 desipramine	Analyte	1.00	0.95	206175		206000	bb		
419	419	SP118414_20131030_CYP3A4_Stab_182	T0 desipramine	Analyte	1.00	0.95	210680		211000	bb		
420	420	SP118414_20131030_CYP3A4_Stab_183	Blank desipramine	Analyte	1.00	0.95	204895		205000	bb		
421	421	SP118414_20131030_CYP3A4_Stab_184	T60 desipramine	Analyte	1.00	0.95	206794		207000	bb		
422	422	SP118414_20131030_CYP3A4_Stab_185	T30 desipramine	Analyte	1.00	0.95	207623		208000	bb		
423	423	SP118414_20131030_CYP3A4_Stab_186	T15 desipramine	Analyte	1.00	0.95	202400		202000	bb		
424	424	SP118414_20131030_CYP3A4_Stab_187	T10 desipramine	Analyte	1.00	0.96	197366		197000	bb		
425	425	SP118414_20131030_CYP3A4_Stab_188	T5 desipramine	Analyte	1.00	0.95	192943		193000	bb		
426	426	SP118414_20131030_CYP3A4_Stab_189	T0 desipramine	Analyte	1.00	0.95	208470		208000	bb		
427	427	SP118414_20131030_CYP3A4_Stab_190	Blank desipramine	Analyte	1.00	0.95	194971		195000	bb		
428	428	SP118414_20131030_CYP3A4_Stab_191	T60 desipramine	Analyte	1.00	0.95	224298		224000	bb		
429	429	SP118414_20131030_CYP3A4_Stab_192	T30 desipramine	Analyte	1.00	0.95	208105		208000	bb		
430	430	SP118414_20131030_CYP3A4_Stab_193	T15 desipramine	Analyte	1.00	0.95	197660		198000	bb		
431	431	SP118414_20131030_CYP3A4_Stab_194	T10 desipramine	Analyte	1.00	0.95	201469		201000	bb		
432	432	SP118414_20131030_CYP3A4_Stab_195	T5 desipramine	Analyte	1.00	0.95	194370		194000	bb		
433	433	SP118414_20131030_CYP3A4_Stab_196	T0 desipramine	Analyte	1.00	0.95	204830		205000	bb		
434	434	SP118414_20131030_CYP3A4_Stab_498	Blank desipramine	Analyte	1.00	0.95	189673		190000	bb		
435	435	SP118414_20131030_CYP3A4_Stab_499	T60 desipramine	Analyte	1.00	0.95	198169		198000	bb		
436	436	SP118414_20131030_CYP3A4_Stab_500	T30 desipramine	Analyte	1.00	0.95	193221		193000	bb		
437	437	SP118414_20131030_CYP3A4_Stab_501	T15 desipramine	Analyte	1.00	0.95	196659		197000	bb		
438	438	SP118414_20131030_CYP3A4_Stab_502	T10 desipramine	Analyte	1.00	0.95	191685		192000	bb		
439	439	SP118414_20131030_CYP3A4_Stab_503	T5 desipramine	Analyte	1.00	0.95	196506		197000	bb		
440	440	SP118414_20131030_CYP3A4_Stab_504	T0 desipramine	Analyte	1.00	0.95	207994		208000	bb		
441	441	SP118414_20131030_CYP3A4_Stab_505	Blank desipramine	Analyte	1.00	0.96	191265		191000	bb		
442	442	SP118414_20131030_CYP3A4_Stab_506	T60 desipramine	Analyte	1.00	0.95	197172		197000	bb		
443	443	SP118414_20131030_CYP3A4_Stab_507	T30 desipramine	Analyte	1.00	0.95	201089		201000	bb		
444	444	SP118414_20131030_CYP3A4_Stab_508	T15 desipramine	Analyte	1.00	0.95	195755		196000	bb		
445	445	SP118414_20131030_CYP3A4_Stab_509	T10 desipramine	Analyte	1.00	0.95	200937		201000	bb		
446	446	SP118414_20131030_CYP3A4_Stab_510	T5 desipramine	Analyte	1.00	0.95	193916		194000	bb		
447	447	SP118414_20131030_CYP3A4_Stab_511	T0 desipramine	Analyte	1.00	0.95	211140		211000	bb		

Quantify Compound Summary Report 

Printed Fri Nov 01 09:11:16 2013

Compound 1:  simvastatin

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Conc.	%Dev
448	448	SP118414_20131030_CYP3A4_Stab_197	Blank simvastatin	Analyte		1.27	3	154061	0.0000197	MM		
449	449	SP118414_20131030_CYP3A4_Stab_198	T60 simvastatin	Analyte		1.25	14	144990	0.0000961	MM		
450	450	SP118414_20131030_CYP3A4_Stab_199	T30 simvastatin	Analyte		1.25	5	153223	0.0000298	MM		
451	451	SP118414_20131030_CYP3A4_Stab_200	T15 simvastatin	Analyte		1.24	16	151104	0.000106	MM		
452	452	SP118414_20131030_CYP3A4_Stab_201	T10 simvastatin	Analyte		1.26	7	154231	0.0000456	MM		
453	453	SP118414_20131030_CYP3A4_Stab_202	T5 simvastatin	Analyte		1.25	4	148789	0.0000250	MM		
454	454	SP118414_20131030_CYP3A4_Stab_203	T0 simvastatin	Analyte		1.25	22076	162889	0.136	bb		
455	455	SP118414_20131030_CYP3A4_Stab_204	Blank simvastatin	Analyte		1.25	172	144125	0.00119	db		
456	456	SP118414_20131030_CYP3A4_Stab_205	T60 simvastatin	Analyte		1.26	19	150370	0.000127	MM		
457	457	SP118414_20131030_CYP3A4_Stab_206	T30 simvastatin	Analyte		1.25	5	147496	0.0000371	MM		
458	458	SP118414_20131030_CYP3A4_Stab_207	T15 simvastatin	Analyte		1.26	11	152005	0.0000742	MM		
459	459	SP118414_20131030_CYP3A4_Stab_208	T10 simvastatin	Analyte		1.25	9	146726	0.0000611	MM		
460	460	SP118414_20131030_CYP3A4_Stab_209	T5 simvastatin	Analyte		1.26	12	143887	0.0000833	MM		
461	461	SP118414_20131030_CYP3A4_Stab_210	T0 simvastatin	Analyte		1.26	20792	158146	0.131	bb		
462	462	SP118414_20131030_CYP3A4_Stab_211	Blank simvastatin	Analyte		1.26	169	162124	0.00105	dd		
463	463	SP118414_20131030_CYP3A4_Stab_212	T60 simvastatin	Analyte		1.25	18	149718	0.000118	MM		
464	464	SP118414_20131030_CYP3A4_Stab_213	T30 simvastatin	Analyte		1.26	7	148689	0.0000498	MM		
465	465	SP118414_20131030_CYP3A4_Stab_214	T15 simvastatin	Analyte		1.24	3	151336	0.0000172	MM		
466	466	SP118414_20131030_CYP3A4_Stab_215	T10 simvastatin	Analyte		1.26	12	144688	0.0000844	MM		
467	467	SP118414_20131030_CYP3A4_Stab_216	T5 simvastatin	Analyte		1.24	17	146562	0.000114	MM		
468	468	SP118414_20131030_CYP3A4_Stab_217	T0 simvastatin	Analyte		1.25	24620	153894	0.160	bb		
469	469	SP118414_20131030_CYP3A4_Stab_477	Blank simvastatin	Analyte		1.25	10	143306	0.0000675	MM		
470	470	SP118414_20131030_CYP3A4_Stab_478	T60 simvastatin	Analyte		1.25	5	144623	0.0000358	MM		
471	471	SP118414_20131030_CYP3A4_Stab_479	T30 simvastatin	Analyte		1.25	11	147740	0.0000773	MM		
472	472	SP118414_20131030_CYP3A4_Stab_480	T15 simvastatin	Analyte		1.24	3	137021	0.0000194	MM		
473	473	SP118414_20131030_CYP3A4_Stab_481	T10 simvastatin	Analyte		1.22	7	144261	0.0000457	MM		
